"Current_Player","Historical_Player","Historical_Year","Distance","Similarity_Score"
"Mouhamed Gueye","Keith Askins",1995,0.649832150136195,91.85
"Bol Bol","Brad Miller",1999,0.650886984486732,92.05
"Immanuel Quickley","Mike Miller",2003,0.652727522524971,91.97
"Fred VanVleet","Rafer Alston",2005,0.654013365381064,92.14
"Klay Thompson","Eric Gordon",2017,0.654098888911774,91.86
"Grayson Allen","Randy Foye",2014,0.655148250932464,91.97
"Terquavion Smith","Jordan Adams",2015,0.655306103019397,91.76
"Tobias Harris","Mike Dunleavy",2007,0.655829551987269,91.89
"P.J. Tucker","Jose Calderon",2017,0.658437111956916,91.58
"Jordan Goodwin","Jordan Hamilton",2016,0.659185888158554,91.63
"Zach LaVine","Ersan Ilyasova",2017,0.659393680341002,91.83
"Ish Wainright","Kaniel Dickens",2005,0.660249197801592,91.52
"Boban Marjanović","Vitaly Potapenko",2005,0.661051527628029,91.91
"Evan Mobley","Andrew Bynum",2009,0.661666942572649,91.96
"Greg Brown III","Mike Smrek",1988,0.662564372616737,91.45
"Kira Lewis Jr.","William Cunningham",1999,0.662776153122962,91.64
"Nic Claxton","Andris Biedrins",2008,0.663126295520325,91.92
"Kendall Brown","Malik Hairston",2010,0.663826312200216,91.58
"Daniel Gafford","Gheorghe Muresan",1997,0.664034911089861,92.02
"Javonte Green","Anderson Varejao",2015,0.664577777422319,91.81
"Olivier Sarr","Cole Aldrich",2013,0.665857371581638,91.8
"Clint Capela","Nazr Mohammed",2005,0.670577411984208,91.87
"Jalen Hood-Schifino","Lamar Patterson",2017,0.671339414926533,91.44
"Gabe Vincent","Greg Grant",1996,0.672506242113648,91.44
"Jusuf Nurkić","Charles Oakley",1995,0.674269368318232,91.79
"Moussa Diabaté","Marty Conlon",1998,0.674633453470735,91.85
"Jermaine Samuels","Jon Leuer",2013,0.674757731373816,91.68
"Isaiah Jackson","Nerlens Noel",2017,0.674870068443042,91.93
"Karl-Anthony Towns","Kevin Love",2017,0.675645690223892,91.85
"Cade Cunningham","Zach LaVine",2017,0.679252185796101,91.6
"Jordan Walsh","Andre Roberson",2014,0.679729243894787,91.31
"Bam Adebayo","Lamar Odom",2004,0.680621364933051,91.81
"Mitchell Robinson","Michael Smith",1998,0.682874990413099,91.62
"Wenyen Gabriel","Eric Montross",1998,0.683558043780106,91.31
"Michael Porter Jr.","Tobias Harris",2016,0.683711108716922,91.61
"Jordan McLaughlin","Vladimir Radmanovic",2012,0.685903093814616,91.6
"JaVale McGee","JaVale McGee",2016,0.686607292843105,91.49
"Jalen Johnson","Julius Randle",2017,0.689008299446637,91.54
"Julius Randle","LaPhonso Ellis",1997,0.689758055953671,91.62
"Brandon Ingram","Dennis Schroder",2017,0.690275311094401,91.55
"Al Horford","Mike Miller",2009,0.690367640579251,91.52
"Oscar Tshiebwe","George Zidek",1997,0.690627875367378,91.63
"Trey Murphy III","Dorell Wright",2013,0.691300557163153,91.68
"De'Aaron Fox","Tracy McGrady",2008,0.694151630556053,91.56
"Mason Jones","Kyle Wiltjer",2017,0.695687813997738,91.24
"Dejounte Murray","Joe Johnson",2012,0.695909750290333,91.49
"Dereck Lively II","Mikki Moore",2007,0.700095162456646,91.53
"JD Davison","James Anderson",2013,0.700848483052606,91.47
"John Collins","Jon Leuer",2016,0.701180201519317,91.28
"D'Moi Hodge","James Jones",2013,0.702132388715273,90.96
"Marcus Smart","Stephen Jackson",2012,0.702525574774313,91.12
"Daishen Nix","Kent Bazemore",2013,0.704582455296301,91.01
"Tyrese Maxey","Glen Rice",1996,0.706094400827038,91.66
"Marques Bolden","Aaron Williams",1997,0.706793159985344,91.2
"DaQuan Jeffries","Mike O'Koren",1987,0.707127319865604,90.98
"Draymond Green","Vlade Divac",2004,0.710261459004524,91.24
"Dāvis Bertāns","Brian Cardinal",2011,0.712996414423049,91.36
"Myles Turner","Kristaps Porzingis",2017,0.71389494443907,91.29
"Doug McDermott","James Jones",2013,0.714931047993297,90.97
"Lauri Markkanen","Peja Stojakovic",2006,0.720565464679447,91.48
"Jordan Poole","Brandon Knight",2012,0.72088289243944,90.98
"Wendell Moore Jr.","Jorge Gutierrez",2015,0.723349501124748,90.79
"Thanasis Antetokounmpo","Tremaine Fowlkes",2005,0.725825500254863,90.61
"Isaiah Thomas","Darrick Martin",2007,0.726844194373079,91.01
"Jarrett Allen","Bob Lanier*",1984,0.727468850987485,91.3
"Jalen Duren","Carlos Boozer",2003,0.728201860561344,91.09
"Frank Ntilikina","Matt Carroll",2009,0.729391619500307,90.92
"Brandon Clarke","JaVale McGee",2012,0.731207223392269,91.04
"Jalen Slawson","Jeremy Evans",2016,0.732961649575598,90.53
"Donovan Mitchell","Baron Davis",2007,0.734290666456342,91.36
"Charlie Brown Jr.","Cleanthony Early",2016,0.734882590705794,90.46
"Mike Conley","George Hill",2016,0.742791277665773,90.98
"Nikola Vučević","Keith Van",2003,0.742826885619126,90.92
"Maxwell Lewis","Von Wafer",2008,0.742926701914494,90.77
"Scottie Barnes","Rudy Gay",2011,0.750361212283111,91.06
"RaiQuan Gray","Tayshaun Prince",2015,0.754012663392138,91.07
"Chet Holmgren","Raef LaFrentz",2000,0.756642542629867,90.86
"Walker Kessler","Oliver Miller",1995,0.756827859596591,90.74
"Alperen Sengun","Lamar Odom",2000,0.763126302457445,90.5
"Paul George","Vince Carter",2010,0.767861419910194,90.72
"Usman Garuba","Rob Lock",1989,0.773843800951523,90.02
"Kyle Kuzma","Jamal Mashburn",1999,0.774314498393192,90.28
"Jack White","Jake Layman",2017,0.774632477264665,90.14
"Devin Booker","Kyrie Irving",2015,0.776120821557145,90.87
"Kevin Love","Marreese Speights",2017,0.77707821748501,90.61
"James Harden","Darrell Armstrong",2000,0.779427369784494,90.82
"Deandre Ayton","LaSalle Thompson",1989,0.78368087905546,90.43
"Zion Williamson","Dwyane Wade",2014,0.784160680700214,90.82
"Brook Lopez","Serge Ibaka",2016,0.788096391492506,90.37
"Malik Williams","Eric Montross",1998,0.789565739672178,89.95
"Ben Simmons","Luc Longley",1994,0.792756491318524,90.3
"Ron Harper Jr.","Randell Jackson",2000,0.794371178638588,89.67
"Alex Fudge","Ira Bowman",2002,0.794792000233715,90.22
"Ja Morant","Reggie Jackson",2015,0.795903501694663,90.34
"Luke Kornet","Nick Collison",2010,0.799571813963768,90.41
"Daniel Theis","Lorenzen Wright",2008,0.800515723076758,90.45
"Anfernee Simons","George McCloud",1996,0.807198475890908,90.15
"Darius Bazley","Randy Livingston",2007,0.807712020494143,90.01
"Paolo Banchero","Richard Hamilton",2005,0.812952354997289,90.16
"Jay Huff","Mike Muscala",2016,0.815485582070199,90.09
"Charles Bassey","Jeff Withey",2016,0.815506325892762,90.02
"DeMar DeRozan","Sam Cassell",2006,0.818103917428744,90.26
"Ibou Badji","Jelani McCoy",2005,0.819797694337387,89.4
"Jalen Crutcher","Eric White",1989,0.826136351163989,89.89
"Kristaps Porziņģis","Rasheed Wallace",2002,0.827735598056375,90.18
"Damian Lillard","Jerry Stackhouse",2003,0.837105901526516,89.95
"Tyrese Haliburton","Mike Conley",2017,0.838269230311694,90.4
"Dariq Whitehead","Darius Morris",2014,0.845325660119964,89.18
"Kawhi Leonard","Terry Porter",1993,0.846415953090674,89.92
"Kyrie Irving","Jason Terry",2002,0.847857982138234,90.11
"Shaquille Harrison","Jordan Mickey",2016,0.84839798724378,89.62
"Jimmy Butler","Danilo Gallinari",2016,0.851799011322538,89.89
"Ryan Rollins","Lester Hudson",2015,0.852738104848821,89.68
"Drew Peterson","Wayne Selden",2017,0.871929523386024,89.67
"Jaren Jackson Jr.","Rudy Gay",2013,0.876701744475625,89.27
"Leonard Miller","D.J. White",2010,0.880133148599452,89.86
"Dexter Dennis","Spencer Hawes",2017,0.893364952219792,88.96
"Stephen Curry","Ray Allen",2006,0.896618045525467,89.58
"Kevin Durant","Jamal Mashburn",2003,0.896875005834563,89.36
"Isaiah Wong","Lamont Strothers",1992,0.910302174343911,88.99
"Alondes Williams","Demetris Nichols",2008,0.913217840285036,88.66
"Jayson Tatum","Paul George",2014,0.919377519944586,89.44
"LaMelo Ball","Raymond Felton",2011,0.923956450908981,89.08
"Anthony Edwards","Ray Allen",1998,0.926024958417368,88.73
"Filip Petrušev","Dwayne Jones",2006,0.932733497979622,88.27
"Adam Flagler","Darington Hobson",2012,0.933632915498176,88.47
"Anthony Davis","Tim Duncan",2009,0.937498473982209,89.04
"Lindell Wigginton","Marcus Brown",2000,0.94019905868374,88.53
"Mouhamadou Gueye","Chris Andersen",2008,0.940843859856716,87.37
"LeBron James","Mike Conley",2017,0.973384415625335,88.85
"Trae Young","Deron Williams",2012,0.975114373370796,88.4
"Jalen Brunson","Goran Dragic",2014,0.9798248051768,88.56
"Ryan Arcidiacono","Dudley Bradley",1988,0.9878316317975,87.54
"Dmytro Skapintsev","Eric White",1989,1.00751751338324,87.87
"Kevon Harris","Anthony Miller",2001,1.0301642117938,87.3
"Danny Green","Tom Gugliotta",2005,1.03494274595919,86.74
"Victor Wembanyama","Joel Embiid",2017,1.04622079952816,87.56
"Giannis Antetokounmpo","Charles Barkley*",1991,1.0554930334418,88.44
"Rudy Gobert","Anderson Varejao",2009,1.05757250986469,87.33
"Pete Nance","Tracy Murray",2004,1.07766241654771,86.78
"Shai Gilgeous-Alexander","Russell Westbrook",2015,1.15166971834499,87.16
"Kaiser Gates","Jeremy Richardson",2008,1.16273142927116,86.39
"Domantas Sabonis","Jack Sikma",1985,1.1812865076032,86.25
"Robert Covington","Ersan Ilyasova",2017,1.19204227983913,85.42
"Luka Dončić","Kevin Durant",2016,1.19246068386483,86.67
"Joel Embiid","DeMarcus Cousins",2017,1.25353417169741,86.07
"Nicolas Batum","Ersan Ilyasova",2017,1.2573796780585,84.53
"Nikola Jokić","LeBron James",2016,1.31246792151209,85.59
"Mamadi Diakite","Corey Gaines",1994,1.326155357151,84.98
"Andrew Funk","Michael Gbinije",2017,1.34813484392701,83.08
"Quenton Jackson","Malcolm Thomas",2013,1.35031286915067,83.63
"D.J. Wilson","Brandan Wright",2015,1.37371757611567,84.68
"Joshua Primo","Alonzo Gee",2011,1.40356087758447,82.81
"E.J. Liddell","Ian Clark",2015,1.41608389640395,81.8
"Hamidou Diallo","Carey Scurry",1988,1.84973339462166,80.02
"Izaiah Brockington","Shea Seals",1998,1.88909081606117,78.01
"Trey Jemison","Jerrelle Benimon",2015,2.55054660819359,72.96
"Markquis Nowell","Mike Penberthy",2002,2.69939812062814,73.66
